unique_genes
ENSG00000006459.11
ENSG00000006468.15
ENSG00000006530.18
ENSG00000006534.17
ENSG00000006555.11
ENSG00000006576.17
ENSG00000006607.14
ENSG00000006611.17
ENSG00000006625.18
ENSG00000006634.8
ENSG00000006638.13
ENSG00000006652.15
ENSG00000006695.12
ENSG00000006704.11
ENSG00000006712.15
ENSG00000006715.16
ENSG00000006740.18
ENSG00000006744.19
ENSG00000006747.15
ENSG00000006756.16
ENSG00000006757.12
ENSG00000006831.10
ENSG00000006837.12
ENSG00000007038.11
ENSG00000007047.16
ENSG00000007062.12
ENSG00000007080.11
ENSG00000007129.18
ENSG00000007168.14
ENSG00000007171.19
ENSG00000007202.15
ENSG00000007237.19
ENSG00000007255.10
ENSG00000007264.15
ENSG00000007312.14
ENSG00000007314.12
ENSG00000007341.19
ENSG00000007350.17
ENSG00000007372.25
ENSG00000007376.8
ENSG00000007384.15
ENSG00000007392.17
ENSG00000007402.12
ENSG00000007516.14
ENSG00000007520.4
ENSG00000007541.17
ENSG00000007545.16
ENSG00000007866.22
ENSG00000007923.17
ENSG00000007944.15
ENSG00000007968.7
ENSG00000008018.9
ENSG00000008056.14
ENSG00000008083.14
ENSG00000008086.13
ENSG00000008118.10
ENSG00000008128.23
ENSG00000008130.15
ENSG00000008226.20
ENSG00000008256.16
ENSG00000008277.15
ENSG00000008282.10
ENSG00000008283.16
ENSG00000008294.22
ENSG00000008300.17
ENSG00000008311.16
ENSG00000008323.16
ENSG00000008324.12
ENSG00000008382.16
ENSG00000008394.13
ENSG00000008405.12
ENSG00000008438.5
ENSG00000008441.19
ENSG00000008513.16
ENSG00000008516.18
ENSG00000008517.19
ENSG00000008710.20
ENSG00000008735.14
ENSG00000008838.21
ENSG00000008853.18
ENSG00000008869.12
ENSG00000008952.17
ENSG00000008988.11
ENSG00000009307.17
ENSG00000009335.18
ENSG00000009413.16
ENSG00000009694.14
ENSG00000009709.12
ENSG00000009724.18
ENSG00000009765.15
ENSG00000009780.16
ENSG00000009790.15
ENSG00000009830.13
ENSG00000009844.16
ENSG00000009950.16
ENSG00000009954.11
ENSG00000010017.13
ENSG00000010030.14
ENSG00000010072.16
ENSG00000010165.20
ENSG00000010219.14
ENSG00000010244.19
ENSG00000010256.11
ENSG00000010270.14
ENSG00000010278.15
ENSG00000010292.13
ENSG00000010295.20
ENSG00000010310.9
ENSG00000010318.22
ENSG00000010319.7
ENSG00000010322.16
ENSG00000010327.10
ENSG00000010361.14
ENSG00000010379.16
ENSG00000010404.18
ENSG00000010539.12
ENSG00000010610.10
ENSG00000010626.15
ENSG00000010671.18
ENSG00000010704.19
ENSG00000010803.17
ENSG00000010810.17
ENSG00000010818.11
ENSG00000010932.17
ENSG00000011007.13
ENSG00000011009.11
ENSG00000011021.23
ENSG00000011028.14
ENSG00000011052.21
ENSG00000011083.9
ENSG00000011105.14
ENSG00000011114.15
ENSG00000011132.12
ENSG00000011143.19
ENSG00000011198.10
ENSG00000011201.12
ENSG00000011243.19
ENSG00000011258.16
ENSG00000011260.14
ENSG00000011275.19
ENSG00000011295.16
ENSG00000011304.22
ENSG00000011332.22
ENSG00000011347.10
ENSG00000011376.12
ENSG00000011405.14
ENSG00000011422.12
ENSG00000011426.11
ENSG00000011451.21
ENSG00000011454.18
ENSG00000011465.18
ENSG00000011478.13
ENSG00000011485.15
ENSG00000011523.15
ENSG00000011566.15
ENSG00000011590.14
ENSG00000011600.12
ENSG00000011638.11
ENSG00000012048.24
ENSG00000012061.16
ENSG00000012124.17
ENSG00000012171.20
ENSG00000012174.12
ENSG00000012211.13
ENSG00000012223.13
ENSG00000012232.10
ENSG00000012660.14
ENSG00000012779.12
ENSG00000012817.16
ENSG00000012822.16
ENSG00000012963.15
ENSG00000012983.12
ENSG00000013016.16
ENSG00000013275.8
ENSG00000013288.9
ENSG00000013306.16
ENSG00000013364.19
ENSG00000013374.17
ENSG00000013375.17
ENSG00000013392.8
ENSG00000013441.17
ENSG00000013503.10
ENSG00000013523.11
ENSG00000013561.18
ENSG00000013563.14
ENSG00000013573.17
ENSG00000013583.10
ENSG00000013588.9
ENSG00000013619.15
ENSG00000013725.14
ENSG00000013810.21
ENSG00000014123.10
ENSG00000014138.9
ENSG00000014164.7
ENSG00000014216.16
ENSG00000014257.17
ENSG00000014641.21
ENSG00000014824.14
ENSG00000014914.21
ENSG00000014919.13
ENSG00000015133.20
ENSG00000015153.15
ENSG00000015171.21
ENSG00000015285.12
ENSG00000015413.10
ENSG00000015475.19
ENSG00000015520.15
ENSG00000015532.10
ENSG00000015568.13
ENSG00000015592.17
ENSG00000015676.18
ENSG00000016391.11
ENSG00000016864.19
ENSG00000017260.20
ENSG00000017427.17
ENSG00000017483.16
ENSG00000017797.13
ENSG00000018189.13
ENSG00000018236.15
ENSG00000018280.17
ENSG00000018408.15
ENSG00000018510.18
ENSG00000018610.15
ENSG00000018625.15
ENSG00000018699.13
ENSG00000018869.18
ENSG00000019102.12
ENSG00000019144.20
ENSG00000019169.11
ENSG00000019485.14
ENSG00000019582.17
ENSG00000019991.18
ENSG00000019995.6
ENSG00000020129.16
ENSG00000020181.18
ENSG00000020219.9
ENSG00000020256.20
ENSG00000020426.11
ENSG00000020577.14
ENSG00000020633.19
ENSG00000020922.13
ENSG00000021300.14
ENSG00000021355.13
ENSG00000021488.13
ENSG00000021574.14
ENSG00000021645.20
ENSG00000021762.20
ENSG00000021776.11
ENSG00000021826.18
ENSG00000022267.19
ENSG00000022277.13
ENSG00000022355.18
ENSG00000022556.16
ENSG00000022567.10
ENSG00000022840.17
ENSG00000022976.16
ENSG00000023041.12
ENSG00000023171.20
ENSG00000023191.17
ENSG00000023228.14
ENSG00000023287.13
ENSG00000023318.9
ENSG00000023330.15
ENSG00000023445.16
ENSG00000023516.9
ENSG00000023572.10
ENSG00000023608.5
ENSG00000023697.13
ENSG00000023734.11
ENSG00000023839.12
ENSG00000023892.12
ENSG00000023902.14
ENSG00000023909.10
ENSG00000024048.11
ENSG00000024422.12
ENSG00000024526.17
ENSG00000024862.18
ENSG00000025039.15
ENSG00000025156.13
ENSG00000025293.17
ENSG00000025423.11
ENSG00000025434.19
ENSG00000025708.14
ENSG00000025770.19
ENSG00000025772.8
ENSG00000025796.14
ENSG00000025800.14
ENSG00000026025.16
ENSG00000026036.23
ENSG00000026103.25
ENSG00000026297.17
ENSG00000026508.21
ENSG00000026559.14
ENSG00000026652.15
ENSG00000026751.17
ENSG00000026950.17
ENSG00000027001.10
ENSG00000027075.17
ENSG00000027644.5
ENSG00000027697.16
ENSG00000027847.14
ENSG00000027869.12
ENSG00000028116.18
ENSG00000028137.19
ENSG00000028203.19
ENSG00000028277.22
ENSG00000028310.18
ENSG00000028528.15
ENSG00000028839.10
ENSG00000029153.15
ENSG00000029363.17
ENSG00000029364.12
ENSG00000029534.22
ENSG00000029639.11
ENSG00000029725.17
ENSG00000029993.15
ENSG00000030066.14
ENSG00000030110.14
ENSG00000030304.15
ENSG00000030419.17
ENSG00000030582.18
ENSG00000031003.11
ENSG00000031081.11
ENSG00000031691.7
ENSG00000031698.13
ENSG00000031823.14
ENSG00000032219.19
ENSG00000032389.13
ENSG00000032444.17
ENSG00000032742.18
ENSG00000033011.14
ENSG00000033030.15
ENSG00000033050.9
ENSG00000033100.17
ENSG00000033122.21
ENSG00000033170.17
ENSG00000033178.13
ENSG00000033327.13
ENSG00000033627.18
ENSG00000033800.14
ENSG00000033867.17
ENSG00000034053.15
ENSG00000034152.19
ENSG00000034510.6
ENSG00000034533.12
ENSG00000034677.13
ENSG00000034693.15
ENSG00000034713.8
ENSG00000034971.17
ENSG00000035115.22
ENSG00000035141.8
ENSG00000035403.18
ENSG00000035499.13
ENSG00000035664.11
ENSG00000035681.9
ENSG00000035687.10
ENSG00000035720.8
ENSG00000035862.12
ENSG00000035928.17
ENSG00000036054.13
ENSG00000036257.14
ENSG00000036448.10
ENSG00000036530.9
ENSG00000036549.13
ENSG00000036565.15
ENSG00000036672.16
ENSG00000037042.9
ENSG00000037241.7
ENSG00000037280.16
ENSG00000037474.15
ENSG00000037637.11
ENSG00000037749.13
ENSG00000037757.14
ENSG00000037897.17
ENSG00000038002.9
ENSG00000038210.14
ENSG00000038219.13
ENSG00000038274.18
ENSG00000038358.15
ENSG00000038382.23
ENSG00000038427.16
ENSG00000038532.17
ENSG00000038945.15
ENSG00000039068.20
ENSG00000039123.16
ENSG00000039139.11
ENSG00000039319.17
ENSG00000039523.20
ENSG00000039560.14
ENSG00000039600.11
ENSG00000039650.12
ENSG00000040199.18
ENSG00000040275.17
ENSG00000040341.18
ENSG00000040487.13
ENSG00000040531.16
ENSG00000040608.14
ENSG00000040633.13
ENSG00000040731.10
ENSG00000040933.16
ENSG00000041353.10
ENSG00000041357.16
ENSG00000041515.16
ENSG00000041802.11
ENSG00000041880.15
ENSG00000041982.17
ENSG00000041988.16
ENSG00000042062.13
ENSG00000042088.14
ENSG00000042286.15
ENSG00000042317.17
ENSG00000042429.12
ENSG00000042445.14
ENSG00000042493.16
ENSG00000042753.12
ENSG00000042781.14
ENSG00000042832.12
ENSG00000042980.14
ENSG00000043093.15
ENSG00000043143.22
ENSG00000043355.12
ENSG00000043462.13
ENSG00000043514.17
ENSG00000043591.6
ENSG00000044090.13
ENSG00000044115.21
ENSG00000044446.12
ENSG00000044459.15
ENSG00000044524.11
ENSG00000044574.9
ENSG00000046604.14
ENSG00000046647.14
ENSG00000046651.16
ENSG00000046653.15
ENSG00000046889.19
ENSG00000047056.18
ENSG00000047188.16
ENSG00000047230.15
ENSG00000047249.18
ENSG00000047315.17
ENSG00000047346.13
ENSG00000047365.13
ENSG00000047410.14
ENSG00000047457.14
ENSG00000047578.14
ENSG00000047579.20
ENSG00000047597.7
ENSG00000047617.17
ENSG00000047621.12
ENSG00000047634.15
ENSG00000047644.20
ENSG00000047648.23
ENSG00000047662.5
ENSG00000047849.22
ENSG00000047932.14
ENSG00000048028.12
ENSG00000048052.24
ENSG00000048140.18
ENSG00000048162.22
ENSG00000048342.18
ENSG00000048392.13
ENSG00000048405.11
ENSG00000048462.11
ENSG00000048471.14
ENSG00000048540.16
ENSG00000048544.6
ENSG00000048545.18
ENSG00000048649.14
ENSG00000048707.15
ENSG00000048740.19
ENSG00000048828.18
ENSG00000048991.17
ENSG00000049089.15
ENSG00000049130.16
ENSG00000049167.16
ENSG00000049192.15
ENSG00000049239.13
ENSG00000049245.13
ENSG00000049246.15
ENSG00000049247.14
ENSG00000049249.10
ENSG00000049283.19
ENSG00000049323.16
ENSG00000049449.10
ENSG00000049540.19
ENSG00000049541.11
ENSG00000049618.25
ENSG00000049656.14
ENSG00000049759.20
ENSG00000049768.18
ENSG00000049769.14
ENSG00000049860.14
ENSG00000049883.15
ENSG00000050030.16
ENSG00000050130.18
ENSG00000050165.19
ENSG00000050327.15
ENSG00000050344.9
ENSG00000050393.12
ENSG00000050405.14
ENSG00000050426.16
ENSG00000050438.17
ENSG00000050555.19
ENSG00000050628.21
ENSG00000050730.16
ENSG00000050748.18
ENSG00000050767.18
ENSG00000050820.17
ENSG00000051009.11
ENSG00000051108.15
ENSG00000051128.19
ENSG00000051180.17
ENSG00000051341.15
ENSG00000051382.9
ENSG00000051523.12
ENSG00000051596.10
ENSG00000051620.11
ENSG00000051825.15
ENSG00000052126.16
ENSG00000052344.16
ENSG00000052723.12
ENSG00000052749.14
ENSG00000052795.13
ENSG00000052802.13
ENSG00000052841.16
ENSG00000053108.17
ENSG00000053254.16
ENSG00000053328.9
ENSG00000053371.13
ENSG00000053372.5
ENSG00000053438.11
ENSG00000053501.14
ENSG00000053524.13
ENSG00000053747.17
ENSG00000053770.12
ENSG00000053900.11
ENSG00000053918.18
ENSG00000054116.12
ENSG00000054118.15
ENSG00000054148.18
ENSG00000054179.12
ENSG00000054219.11
ENSG00000054267.22
ENSG00000054277.14
ENSG00000054282.16
ENSG00000054356.14
ENSG00000054392.13
ENSG00000054523.20
ENSG00000054598.9
ENSG00000054611.14
ENSG00000054654.20
ENSG00000054690.14
ENSG00000054793.14
ENSG00000054965.11
ENSG00000054967.13
ENSG00000054983.17
ENSG00000055044.11
ENSG00000055070.17
ENSG00000055118.17
ENSG00000055130.18
ENSG00000055147.19
ENSG00000055163.21
ENSG00000055208.20
ENSG00000055211.14
ENSG00000055332.19
ENSG00000055483.20
ENSG00000055609.21
ENSG00000055732.13
ENSG00000055813.6
ENSG00000055917.17
ENSG00000055950.17
ENSG00000055955.17
ENSG00000055957.11
ENSG00000056050.7
ENSG00000056097.16
ENSG00000056277.16
ENSG00000056558.11
ENSG00000056586.16
ENSG00000056736.10
ENSG00000056972.21
ENSG00000056998.20
ENSG00000057019.16
ENSG00000057252.13
ENSG00000057294.17
ENSG00000057468.7
ENSG00000057593.14
ENSG00000057608.17
ENSG00000057657.17
ENSG00000057663.16
ENSG00000057704.13
ENSG00000057757.10
ENSG00000057935.14
ENSG00000058056.10
ENSG00000058063.16
ENSG00000058091.17
ENSG00000058262.11
ENSG00000058272.19
ENSG00000058335.16
ENSG00000058404.21
ENSG00000058453.17
ENSG00000058600.16
ENSG00000058668.16
ENSG00000058673.17
ENSG00000058729.11
ENSG00000058799.15
ENSG00000058804.12
ENSG00000058866.15
ENSG00000059122.17
ENSG00000059145.19
ENSG00000059377.18
ENSG00000059378.13
ENSG00000059573.9
ENSG00000059588.10
ENSG00000059691.12
ENSG00000059728.11
ENSG00000059758.8
ENSG00000059769.20
ENSG00000059804.16
ENSG00000059915.17
ENSG00000060069.18
ENSG00000060138.13
ENSG00000060140.9
ENSG00000060237.19
ENSG00000060339.14
ENSG00000060491.17
ENSG00000060558.4
ENSG00000060566.14
ENSG00000060642.12
ENSG00000060656.20
ENSG00000060688.13
ENSG00000060709.16
ENSG00000060749.16
ENSG00000060762.19
ENSG00000060971.19
ENSG00000060982.15
ENSG00000061273.18
ENSG00000061337.15
ENSG00000061492.12
ENSG00000061656.11
ENSG00000061676.16
ENSG00000061794.13
ENSG00000061918.14
ENSG00000061936.10
ENSG00000061938.21
ENSG00000061987.16
ENSG00000062038.15
ENSG00000062194.16
ENSG00000062282.15
ENSG00000062370.17
ENSG00000062485.19
ENSG00000062524.16
ENSG00000062582.14
ENSG00000062598.18
ENSG00000062650.20
ENSG00000062716.13
ENSG00000062725.10
ENSG00000062822.16
ENSG00000063046.18
ENSG00000063127.16
ENSG00000063169.12
ENSG00000063176.16
ENSG00000063177.13
ENSG00000063180.9
ENSG00000063241.8
ENSG00000063244.14
ENSG00000063245.15
ENSG00000063322.15
ENSG00000063438.20
ENSG00000063515.3
ENSG00000063587.15
ENSG00000063601.17
ENSG00000063660.9
ENSG00000063761.16
ENSG00000063854.13
ENSG00000063978.17
ENSG00000064012.24
ENSG00000064042.18
ENSG00000064102.15
ENSG00000064115.11
ENSG00000064195.7
ENSG00000064199.7
ENSG00000064201.16
ENSG00000064225.13
ENSG00000064270.13
ENSG00000064300.9
ENSG00000064309.16
ENSG00000064313.13
ENSG00000064393.16
ENSG00000064419.14
ENSG00000064489.23
ENSG00000064490.14
ENSG00000064545.15
ENSG00000064547.14
ENSG00000064601.21
ENSG00000064607.17
ENSG00000064651.14
ENSG00000064652.11
ENSG00000064666.15
ENSG00000064687.13
ENSG00000064692.20
ENSG00000064703.13
ENSG00000064726.10
ENSG00000064763.12
ENSG00000064787.14
ENSG00000064886.14
ENSG00000064932.16
ENSG00000064933.19
ENSG00000064961.19
ENSG00000064989.13
ENSG00000064995.19
ENSG00000064999.16
ENSG00000065000.20
ENSG00000065029.15
ENSG00000065054.14
ENSG00000065057.9
ENSG00000065060.18
ENSG00000065135.12
ENSG00000065150.21
ENSG00000065154.12
ENSG00000065183.16
ENSG00000065243.20
ENSG00000065268.11
ENSG00000065308.5
ENSG00000065320.9
ENSG00000065328.17
ENSG00000065357.20
ENSG00000065361.17
ENSG00000065413.20
ENSG00000065427.15
ENSG00000065457.11
ENSG00000065485.20
ENSG00000065491.8
ENSG00000065518.8
ENSG00000065526.13
ENSG00000065534.20
ENSG00000065548.18
ENSG00000065559.15
ENSG00000065600.13
ENSG00000065609.15
ENSG00000065613.15
ENSG00000065615.14
ENSG00000065618.21
ENSG00000065621.15
ENSG00000065665.21
ENSG00000065675.16
ENSG00000065717.15
ENSG00000065802.12
ENSG00000065809.14
ENSG00000065833.9
ENSG00000065882.18
ENSG00000065883.18
ENSG00000065911.13
ENSG00000065923.10
ENSG00000065970.9
ENSG00000065978.19
ENSG00000065989.16
ENSG00000066027.12
ENSG00000066044.15
ENSG00000066056.14
ENSG00000066084.13
ENSG00000066117.15
ENSG00000066135.13
ENSG00000066136.21
ENSG00000066185.13
ENSG00000066230.12
ENSG00000066248.15
ENSG00000066279.19
ENSG00000066294.15
ENSG00000066322.15
ENSG00000066336.12
ENSG00000066379.15
ENSG00000066382.17
ENSG00000066422.7
ENSG00000066427.25
ENSG00000066455.13
ENSG00000066468.24
ENSG00000066557.6
ENSG00000066583.12
ENSG00000066629.19
ENSG00000066651.20
ENSG00000066654.14
ENSG00000066697.15
ENSG00000066735.16
ENSG00000066739.12
ENSG00000066777.9
ENSG00000066827.16
ENSG00000066855.16
ENSG00000066923.18
ENSG00000066926.13
ENSG00000066933.16
ENSG00000067048.17
ENSG00000067057.19
ENSG00000067064.13
ENSG00000067066.17
ENSG00000067082.15
ENSG00000067113.17
ENSG00000067141.17
ENSG00000067167.8
ENSG00000067177.15
ENSG00000067182.9
ENSG00000067191.17
ENSG00000067208.16
ENSG00000067221.14
ENSG00000067225.21
ENSG00000067248.11
ENSG00000067334.14
ENSG00000067365.15
ENSG00000067369.14
ENSG00000067445.22
ENSG00000067533.6
ENSG00000067560.14
ENSG00000067596.12
ENSG00000067606.17
ENSG00000067646.12
ENSG00000067704.10
ENSG00000067715.15
ENSG00000067798.16
ENSG00000067829.20
ENSG00000067836.13
ENSG00000067840.13
ENSG00000067842.19
ENSG00000067900.8
ENSG00000067955.15
ENSG00000067992.17
ENSG00000068001.14
ENSG00000068024.18
ENSG00000068028.18
ENSG00000068078.20
ENSG00000068079.8
ENSG00000068097.16
ENSG00000068120.15
ENSG00000068137.15
ENSG00000068305.19
ENSG00000068308.15
ENSG00000068323.17
ENSG00000068354.16
ENSG00000068366.21
ENSG00000068383.19
ENSG00000068394.11
ENSG00000068400.14
ENSG00000068438.15
ENSG00000068489.13
ENSG00000068615.20
ENSG00000068650.19
ENSG00000068654.17
ENSG00000068697.7
ENSG00000068724.18
ENSG00000068745.15
ENSG00000068781.21
ENSG00000068784.13
ENSG00000068796.19
ENSG00000068831.19
ENSG00000068878.15
ENSG00000068885.15
ENSG00000068903.21
ENSG00000068912.15
ENSG00000068971.14
ENSG00000068976.14
ENSG00000069011.16
ENSG00000069020.19
ENSG00000069188.17
ENSG00000069248.12
ENSG00000069275.13
ENSG00000069329.18
ENSG00000069345.12
ENSG00000069399.15
ENSG00000069424.16
ENSG00000069482.7
ENSG00000069493.15
ENSG00000069509.6
ENSG00000069535.14
ENSG00000069667.16
ENSG00000069696.7
ENSG00000069702.11
ENSG00000069764.10
ENSG00000069812.11
ENSG00000069849.11
ENSG00000069869.17
ENSG00000069943.10
ENSG00000069956.14
ENSG00000069966.19
ENSG00000069974.17
ENSG00000069998.12
ENSG00000070010.19
ENSG00000070018.9
ENSG00000070019.5
ENSG00000070031.4
ENSG00000070047.13
ENSG00000070061.16
ENSG00000070081.18
ENSG00000070087.15
ENSG00000070159.14
ENSG00000070182.21
ENSG00000070190.13
ENSG00000070193.5
ENSG00000070214.17
ENSG00000070269.14
ENSG00000070366.14
ENSG00000070367.16
ENSG00000070371.16
ENSG00000070404.10
ENSG00000070413.20
ENSG00000070423.18
ENSG00000070444.15
ENSG00000070476.15
ENSG00000070495.15
ENSG00000070501.12
ENSG00000070526.15
ENSG00000070540.13
ENSG00000070601.10
ENSG00000070610.14
ENSG00000070614.15
ENSG00000070669.17
ENSG00000070718.12
ENSG00000070729.14
ENSG00000070731.11
ENSG00000070756.17
ENSG00000070759.17
ENSG00000070761.8
ENSG00000070770.10
ENSG00000070785.17
ENSG00000070808.17
ENSG00000070814.22
ENSG00000070831.18
ENSG00000070882.13
ENSG00000070886.12
ENSG00000070915.10
ENSG00000070950.10
ENSG00000070961.17
ENSG00000070985.14
ENSG00000071051.14
ENSG00000071054.17
ENSG00000071073.13
ENSG00000071082.11
ENSG00000071127.18
ENSG00000071189.21
ENSG00000071205.12
ENSG00000071242.12
ENSG00000071243.16
ENSG00000071246.11
ENSG00000071282.12
ENSG00000071462.12
ENSG00000071537.14
ENSG00000071539.14
ENSG00000071553.18
ENSG00000071564.19
ENSG00000071575.12
ENSG00000071626.17
ENSG00000071655.18
ENSG00000071794.16
ENSG00000071859.15
ENSG00000071889.17
ENSG00000071894.17
ENSG00000071909.19
ENSG00000071967.12
ENSG00000071994.11
ENSG00000072042.13
ENSG00000072062.16
ENSG00000072071.17
ENSG00000072110.16
ENSG00000072121.17
ENSG00000072133.12
ENSG00000072134.16
ENSG00000072135.13
ENSG00000072163.20
ENSG00000072182.14
ENSG00000072195.15
ENSG00000072201.14
ENSG00000072210.19
ENSG00000072274.14
ENSG00000072310.18
ENSG00000072315.4
ENSG00000072364.13
ENSG00000072401.15
ENSG00000072415.10
ENSG00000072422.17
ENSG00000072501.19
ENSG00000072506.14
ENSG00000072518.22
ENSG00000072571.20
ENSG00000072609.18
ENSG00000072657.10
ENSG00000072682.20
ENSG00000072694.22
ENSG00000072736.19
ENSG00000072756.18
ENSG00000072778.20
ENSG00000072786.13
ENSG00000072803.18
ENSG00000072818.12
ENSG00000072832.15
ENSG00000072840.13
ENSG00000072849.11
ENSG00000072858.11
ENSG00000072864.16
ENSG00000072952.20
ENSG00000072954.7
ENSG00000072958.9
ENSG00000073008.15
ENSG00000073050.12
ENSG00000073060.17
ENSG00000073111.14
ENSG00000073146.16
ENSG00000073150.14
ENSG00000073169.15
ENSG00000073282.14
ENSG00000073331.18
ENSG00000073350.14
ENSG00000073417.15
ENSG00000073464.13
ENSG00000073536.18
ENSG00000073578.18
ENSG00000073584.20
ENSG00000073598.6
ENSG00000073605.19
ENSG00000073614.13
ENSG00000073670.14
ENSG00000073711.11
ENSG00000073712.15
ENSG00000073734.10
ENSG00000073737.17
ENSG00000073756.13
ENSG00000073792.16
ENSG00000073803.14
ENSG00000073849.16
ENSG00000073861.3
ENSG00000073905.8
ENSG00000073910.23
ENSG00000073921.18
ENSG00000073969.19
ENSG00000074047.22
ENSG00000074054.21
ENSG00000074071.15
ENSG00000074181.9
ENSG00000074201.9
ENSG00000074211.14
ENSG00000074219.14
ENSG00000074266.22
ENSG00000074276.11
ENSG00000074319.13
ENSG00000074356.17
ENSG00000074370.18
ENSG00000074416.16
ENSG00000074527.13
ENSG00000074582.15
ENSG00000074590.14
ENSG00000074603.19
ENSG00000074621.14
ENSG00000074657.14
ENSG00000074660.17
ENSG00000074695.6
ENSG00000074696.13
ENSG00000074706.14
ENSG00000074755.15
ENSG00000074800.16
ENSG00000074803.21
ENSG00000074842.8
ENSG00000074855.11
ENSG00000074935.14
ENSG00000074964.17
ENSG00000074966.11
ENSG00000075035.10
ENSG00000075043.20
ENSG00000075073.16
ENSG00000075089.10
ENSG00000075131.10
ENSG00000075142.14
ENSG00000075151.24
ENSG00000075188.9
ENSG00000075213.11
ENSG00000075218.19
ENSG00000075223.14
ENSG00000075234.17
ENSG00000075239.14
ENSG00000075240.17
ENSG00000075275.18
ENSG00000075292.19
ENSG00000075303.13
ENSG00000075336.12
ENSG00000075340.23
ENSG00000075391.18
ENSG00000075399.14
ENSG00000075407.19
ENSG00000075413.19
ENSG00000075415.15
ENSG00000075420.13
ENSG00000075426.12
ENSG00000075461.6
ENSG00000075539.15
ENSG00000075568.17
ENSG00000075618.18
ENSG00000075624.17
ENSG00000075643.6
ENSG00000075651.17
ENSG00000075673.12
ENSG00000075702.19
ENSG00000075711.21
ENSG00000075785.14
ENSG00000075790.12
ENSG00000075826.17
ENSG00000075856.12
ENSG00000075884.14
ENSG00000075891.23
ENSG00000075914.13
ENSG00000075945.13
ENSG00000075975.17
ENSG00000076003.5
ENSG00000076043.11
ENSG00000076053.12
ENSG00000076067.13
ENSG00000076108.12
ENSG00000076201.16
ENSG00000076242.16
ENSG00000076248.12
ENSG00000076258.10
ENSG00000076321.11
ENSG00000076344.16
ENSG00000076351.13
ENSG00000076356.7
ENSG00000076382.17
ENSG00000076513.17
ENSG00000076554.16
ENSG00000076555.16
ENSG00000076604.16
ENSG00000076641.4
ENSG00000076650.7
ENSG00000076662.10
ENSG00000076685.19
ENSG00000076706.17
ENSG00000076716.9
ENSG00000076770.16
ENSG00000076826.10
ENSG00000076864.21
ENSG00000076924.12
ENSG00000076928.19
ENSG00000076944.18
ENSG00000076984.18
ENSG00000077044.11
ENSG00000077063.11
ENSG00000077092.20
ENSG00000077097.17
ENSG00000077147.16
ENSG00000077150.21
ENSG00000077152.12
ENSG00000077157.23
ENSG00000077232.19
ENSG00000077235.18
ENSG00000077238.14
